gene,id,tpm,log2tpm,SampleID,sample_type_code,sample_type,project,tumor_type,median_log2tpm,n,tumor_type_n
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-FB-A78T-01A-12R-A32O-07,1.5819,0.670749711487494,TCGA-FB-A78T,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-IB-AAUP-01A-11R-A37L-07,2.7531,1.46628777600976,TCGA-IB-AAUP,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-HZ-7919-01A-11R-2156-07,10.5119,3.39532333878306,TCGA-HZ-7919,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-RL-AAAS-01A-32R-A39D-07,2.628,1.39944456458946,TCGA-RL-AAAS,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-3A-A9I9-01A-11R-A38C-07,0.8018,-0.300803754851756,TCGA-3A-A9I9,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-2J-AABI-01A-12R-A41B-07,4.5064,2.1751732656638,TCGA-2J-AABI,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-3A-A9IV-01A-11R-A41B-07,0.5825,-0.755112940876466,TCGA-3A-A9IV,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-YY-A8LH-01A-11R-A36G-07,2.6064,1.38758311954461,TCGA-YY-A8LH,01,TP,TCGA-PAAD,PAAD,1.77606179056479,178,PAAD (n=178)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ND-A4WF-01A-11R-A28V-07,11.1748,3.48346755409281,TCGA-ND-A4WF,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4R8-01A-11R-A28V-07,0.8983,-0.138759214740326,TCGA-N5-A4R8,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4VD-01A-11R-A28V-07,2.2841,1.19792827991506,TCGA-N6-A4VD,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4Q8-01A-31R-A28V-07,17.0592,4.09332353854424,TCGA-N9-A4Q8,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PN-01A-11R-A28V-07,0.4082,-1.25773503295987,TCGA-N8-A4PN,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4V9-01A-11R-A28V-07,38.45,5.26528685756517,TCGA-N6-A4V9,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PO-01A-11R-A28V-07,2.9546,1.56783746161922,TCGA-N8-A4PO,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NF-A4WX-01A-11R-A28V-07,2.1077,1.08249822711716,TCGA-NF-A4WX,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-QM-A5NM-01A-11R-A28V-07,1.7913,0.849038476896004,TCGA-QM-A5NM,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RM-01A-11R-A28V-07,2.1603,1.11789447981141,TCGA-N5-A4RM,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4QW-01A-11R-A28V-07,4.1146,2.04425421487416,TCGA-NA-A4QW,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NF-A4X2-01A-11R-A28V-07,1.5351,0.627700213427627,TCGA-NF-A4X2,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PQ-01A-11R-A28V-07,4.1415,2.0536326982821,TCGA-N8-A4PQ,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4R1-01A-11R-A28V-07,0.681,-0.533242384273828,TCGA-NA-A4R1,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RO-01A-11R-A28V-07,47.7742,5.57846176016908,TCGA-N5-A4RO,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RJ-01A-11R-A28V-07,1.9129,0.943283737584011,TCGA-N5-A4RJ,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NF-A4WU-01A-11R-A28V-07,0.8688,-0.186393225126173,TCGA-NF-A4WU,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4Q7-01A-11R-A28V-07,3.3449,1.74626976444209,TCGA-N9-A4Q7,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RS-01A-11R-A28V-07,5.9115,2.56596267728106,TCGA-N5-A4RS,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A59E-01A-11R-A28V-07,6.2865,2.654550108647,TCGA-N5-A59E,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ND-A4W6-01A-11R-A28V-07,3.2498,1.70478345284303,TCGA-ND-A4W6,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NG-A4VU-01A-11R-A28V-07,0.214,-2.15842936260448,TCGA-NG-A4VU,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PL-01A-11R-A28V-07,5.6607,2.50352683467281,TCGA-N8-A4PL,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RT-01A-11R-A28V-07,9.8765,3.3054598712035,TCGA-N5-A4RT,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4Q3-01A-11R-A28V-07,2.5509,1.35665091856567,TCGA-N9-A4Q3,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RN-01A-12R-A28V-07,12.9408,3.69496931406441,TCGA-N5-A4RN,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N7-A59B-01A-11R-A28V-07,0.9302,-0.0889604143557129,TCGA-N7-A59B,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ND-A4WA-01A-12R-A28V-07,5.9231,2.56878609904403,TCGA-ND-A4WA,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N7-A4Y8-01A-11R-A28V-07,0.5104,-0.942307132831654,TCGA-N7-A4Y8,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4PZ-01A-22R-A28V-07,3.9272,1.97716999969013,TCGA-N9-A4PZ,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4QX-01A-11R-A28V-07,3.8201,1.93738205993632,TCGA-NA-A4QX,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NF-A5CP-01A-12R-A28V-07,5.7288,2.52074909665017,TCGA-NF-A5CP,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4VF-01A-31R-A28V-07,7.202,2.85039939677025,TCGA-N6-A4VF,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N7-A4Y5-01A-12R-A28V-07,2.4906,1.32227430015421,TCGA-N7-A4Y5,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ND-A4WC-01A-21R-A28V-07,5.1384,2.36412414672062,TCGA-ND-A4WC,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RA-01A-11R-A28V-07,1.4617,0.55748361390689,TCGA-N5-A4RA,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A56S-01A-11R-A28V-07,4.2725,2.09845324630927,TCGA-N8-A56S,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RD-01A-11R-A28V-07,3.374,1.75872956845786,TCGA-N5-A4RD,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4VE-01A-11R-A28V-07,12.3332,3.62564455952416,TCGA-N6-A4VE,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PM-01A-11R-A28V-07,0.1194,-2.95009047755694,TCGA-N8-A4PM,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4VG-01A-31R-A28V-07,1.2389,0.320657964311925,TCGA-N6-A4VG,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NG-A4VW-01A-11R-A28V-07,2.0153,1.01813562476543,TCGA-NG-A4VW,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N7-A4Y0-01A-12R-A28V-07,83.6808,6.38699713314831,TCGA-N7-A4Y0,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N6-A4VC-01A-11R-A28V-07,1.6568,0.737081005153099,TCGA-N6-A4VC,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RF-01A-11R-A28V-07,8.9986,3.17130291847027,TCGA-N5-A4RF,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A59F-01A-11R-A28V-07,1.1275,0.185866545311334,TCGA-N5-A59F,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4Q4-01A-11R-A28V-07,2.7761,1.47824704075143,TCGA-N9-A4Q4,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PP-01A-11R-A28V-07,1.2863,0.374399636761441,TCGA-N8-A4PP,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N8-A4PI-01A-21R-A28V-07,2.4474,1.29713270957116,TCGA-N8-A4PI,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4QY-01A-11R-A28V-07,1.1518,0.216361734971127,TCGA-NA-A4QY,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4QV-01A-11R-A28V-07,6.1015,2.61152651702755,TCGA-NA-A4QV,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N9-A4Q1-01A-11R-A28V-07,28.9873,4.85784666899124,TCGA-N9-A4Q1,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RU-01A-31R-A28V-07,116.2916,6.86172713436047,TCGA-N5-A4RU,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A5I1-01A-21R-A28V-07,9.3511,3.22667806734086,TCGA-NA-A5I1,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-QN-A5NN-01A-11R-A28V-07,5.4735,2.45509702837341,TCGA-QN-A5NN,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-N5-A4RV-01A-21R-A28V-07,115.656,6.85382103658795,TCGA-N5-A4RV,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NA-A4R0-01A-11R-A28V-07,1.2204,0.299127408412377,TCGA-NA-A4R0,01,TP,TCGA-UCS,UCS,1.74626976444209,57,UCS (n=57)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ZF-A9RN-01A-11R-A42T-07,0.2275,-2.07400058144378,TCGA-ZF-A9RN,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CF-A1HR-01A-11R-A13Y-07,1.7161,0.78751604813503,TCGA-CF-A1HR,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-A8HH-01A-11R-A38B-07,0.6271,-0.650408257443248,TCGA-XF-A8HH,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ZF-AA4W-01A-12R-A38B-07,848.0177,9.72796757956315,TCGA-ZF-AA4W,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-A9SU-01A-31R-A39I-07,22.7178,4.50638613616149,TCGA-XF-A9SU,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3IQ-01A-31R-A32Y-07,7.4415,2.89753087184781,TCGA-DK-A3IQ,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-FD-A6TK-01A-42R-A33J-07,204.9618,7.67928162731679,TCGA-FD-A6TK,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A1A7-01A-11R-A13Y-07,0.4727,-1.05080126810485,TCGA-DK-A1A7,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CU-A5W6-01A-11R-A28M-07,1.3037,0.393635855624358,TCGA-CU-A5W6,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3X1-01A-12R-A22U-07,0.773,-0.352915787371046,TCGA-DK-A3X1,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-A9ST-01A-11R-A42T-07,0.9759,-0.0204867736599173,TCGA-XF-A9ST,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CF-A9FM-01A-11R-A38B-07,0.5601,-0.810713093416388,TCGA-CF-A9FM,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-BT-A20V-01A-11R-A14Y-07,5.4843,2.45793568665984,TCGA-BT-A20V,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-GV-A3QF-01A-31R-A22U-07,0.0363,-4.43284399628921,TCGA-GV-A3QF,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A2I4-01A-11R-A21D-07,4.7316,2.24537396261816,TCGA-DK-A2I4,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A6B2-01A-11R-A30C-07,1.0282,0.0540843928423792,TCGA-DK-A6B2,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A1AG-01A-11R-A13Y-07,34.1896,5.09590754627365,TCGA-DK-A1AG,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-A9SZ-01A-11R-A39I-07,13.6245,3.76918989006193,TCGA-XF-A9SZ,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-E7-A519-01A-11R-A26T-07,0.1114,-3.04215967329377,TCGA-E7-A519,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-2F-A9KO-01A-11R-A38B-07,1.9189,0.947778351658811,TCGA-2F-A9KO,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ZF-A9R1-01A-11R-A39I-07,2.348,1.23756371831768,TCGA-ZF-A9R1,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-4Z-AA7S-01A-11R-A39I-07,0.812,-0.282789700980404,TCGA-4Z-AA7S,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-BL-A13J-01A-11R-A10U-07,86.5538,6.4356919272409,TCGA-BL-A13J,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3IK-01A-32R-A21D-07,2.6339,1.40266761094833,TCGA-DK-A3IK,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-C4-A0F1-01A-11R-A034-07,42.3819,5.40571672415247,TCGA-C4-A0F1,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3IS-01A-21R-A21D-07,3.1473,1.65869134900989,TCGA-DK-A3IS,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-UY-A9PH-01A-11R-A38B-07,1.5187,0.612305312534048,TCGA-UY-A9PH,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-E5-A4TZ-01A-11R-A31N-07,0.2318,-2.04811385030033,TCGA-E5-A4TZ,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3WW-01A-22R-A23N-07,331.9237,8.37475129811456,TCGA-DK-A3WW,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-K4-A5RH-01A-11R-A30C-07,2.5874,1.37706820638406,TCGA-K4-A5RH,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-ZF-AA56-01A-31R-A39I-07,65.4177,6.03182965097743,TCGA-ZF-AA56,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-UY-A8OB-01A-12R-A42T-07,17.3709,4.119430883134,TCGA-UY-A8OB,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-YC-A9TC-01A-22R-A39I-07,0.5308,-0.886832943267265,TCGA-YC-A9TC,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CF-A7I0-01A-22R-A352-07,0.8747,-0.176739771766556,TCGA-CF-A7I0,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-K4-A5RJ-01A-11R-A28M-07,0.369,-1.399730246491,TCGA-K4-A5RJ,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-YF-AA3L-01A-11R-A38B-07,0.3771,-1.36922178725714,TCGA-YF-AA3L,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CF-A3MI-01A-11R-A20F-07,2.7722,1.47622613254623,TCGA-CF-A3MI,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A6B0-01A-11R-A31N-07,0.1541,-2.60735285603574,TCGA-DK-A6B0,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A6B1-01A-12R-A30C-07,2.4799,1.31608780157001,TCGA-DK-A6B1,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-G2-AA3C-01A-21R-A39I-07,0.0241,-4.87408445052528,TCGA-G2-AA3C,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-AAN3-01A-11R-A42T-07,14.1737,3.8261620220594,TCGA-XF-AAN3,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CU-A0YO-01A-11R-A10U-07,1.4469,0.54290185581339,TCGA-CU-A0YO,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-BT-A3PJ-01A-21R-A220-07,67.7792,6.08298354011408,TCGA-BT-A3PJ,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-CF-A47Y-01A-11R-A23W-07,0.6925,-0.509429869553799,TCGA-CF-A47Y,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-FD-A62O-01A-11R-A30C-07,2.1485,1.11002909279937,TCGA-FD-A62O,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-BL-A0C8-01B-04R-A277-07,0.3471,-1.48559996096338,TCGA-BL-A0C8,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-E7-A7DV-01A-11R-A33J-07,8.1982,3.03706588390463,TCGA-E7-A7DV,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-DK-A3WY-01A-11R-A22U-07,1.1316,0.191057239926314,TCGA-DK-A3WY,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-BT-A20N-01A-11R-A14Y-07,63.3711,5.98598079327544,TCGA-BT-A20N,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-G2-A2ES-01A-11R-A180-07,99.0436,6.63013750420471,TCGA-G2-A2ES,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-GC-A3YS-01A-11R-A23N-07,56.7225,5.82610353474906,TCGA-GC-A3YS,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-FD-A43X-01A-11R-A23W-07,9.3267,3.2229127282122,TCGA-FD-A43X,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-XF-A9SM-01A-11R-A42T-07,7.7042,2.94751655007191,TCGA-XF-A9SM,01,TP,TCGA-BLCA,BLCA,1.4648323469475,412,BLCA (n=412)
